gene_name,lfc_ctrl,lfc,compare
SBDS,-0.348,0.173,"GCN1 sgRNA 1,2"
USP20,0.5,0.173,"GCN1 sgRNA 1,2"
PAK1,0.154,0.173,"GCN1 sgRNA 1,2"
CEP164,-0.074,0.173,"GCN1 sgRNA 1,2"
SPRYD4,-0.046,0.173,"GCN1 sgRNA 1,2"
GATC,-0.124,0.173,"GCN1 sgRNA 1,2"
C12orf43,-0.106,0.173,"GCN1 sgRNA 1,2"
PSMC6,0.052,0.173,"GCN1 sgRNA 1,2"
SRSF5,-0.207,0.173,"GCN1 sgRNA 1,2"
ACER3,0.592,0.172,"GCN1 sgRNA 1,2"
MMS19,0.329,0.172,"GCN1 sgRNA 1,2"
DCTPP1,-0.23,0.172,"GCN1 sgRNA 1,2"
AP1B1,-0.259,0.172,"GCN1 sgRNA 1,2"
CCDC18,0.798,0.171,"GCN1 sgRNA 1,2"
SETD7,0.331,0.171,"GCN1 sgRNA 1,2"
GAK,-0.348,0.171,"GCN1 sgRNA 1,2"
CDK14,0.34,0.171,"GCN1 sgRNA 1,2"
GBA2,-0.169,0.171,"GCN1 sgRNA 1,2"
TCP11L1,-0.149,0.171,"GCN1 sgRNA 1,2"
MIS18BP1,0.415,0.171,"GCN1 sgRNA 1,2"
NR1H2,-0.176,0.171,"GCN1 sgRNA 1,2"
STRIP2,0.386,0.17,"GCN1 sgRNA 1,2"
EIF3A,0.156,0.17,"GCN1 sgRNA 1,2"
UBN1,-0.222,0.17,"GCN1 sgRNA 1,2"
UBE2F,0.157,0.169,"GCN1 sgRNA 1,2"
NPRL2,0.437,0.169,"GCN1 sgRNA 1,2"
ZC2HC1A,0.815,0.169,"GCN1 sgRNA 1,2"
EXOSC3,0.005,0.169,"GCN1 sgRNA 1,2"
CHST11,-0.275,0.169,"GCN1 sgRNA 1,2"
SNRPA,-0.042,0.169,"GCN1 sgRNA 1,2"
ARPC4,-0.229,0.168,"GCN1 sgRNA 1,2"
UVSSA,0.113,0.168,"GCN1 sgRNA 1,2"
PICALM,0.216,0.168,"GCN1 sgRNA 1,2"
ARL16,0.147,0.168,"GCN1 sgRNA 1,2"
STK4,-0.14,0.168,"GCN1 sgRNA 1,2"
DESI1,-0.087,0.168,"GCN1 sgRNA 1,2"
YBEY,-0.072,0.168,"GCN1 sgRNA 1,2"
BTF3L4,0.097,0.167,"GCN1 sgRNA 1,2"
IK,-0.008,0.167,"GCN1 sgRNA 1,2"
EIF3B,-0.313,0.167,"GCN1 sgRNA 1,2"
PPP6C,-0.006,0.167,"GCN1 sgRNA 1,2"
ZNF512,0.25,0.166,"GCN1 sgRNA 1,2"
DYNC1LI1,0.086,0.166,"GCN1 sgRNA 1,2"
TENT2,0.468,0.166,"GCN1 sgRNA 1,2"
THOC6,-0.3,0.166,"GCN1 sgRNA 1,2"
CD320,0,0.166,"GCN1 sgRNA 1,2"
TFB2M,0.553,0.165,"GCN1 sgRNA 1,2"
MRFAP1L1,-0.01,0.165,"GCN1 sgRNA 1,2"
PIN4,-0.485,0.165,"GCN1 sgRNA 1,2"
PTS,-0.545,0.165,"GCN1 sgRNA 1,2"
SNX1,-0.206,0.165,"GCN1 sgRNA 1,2"
FAM210A,0.246,0.165,"GCN1 sgRNA 1,2"
LZTR1,0.015,0.165,"GCN1 sgRNA 1,2"
SF3A3,0.027,0.164,"GCN1 sgRNA 1,2"
KYAT3,0.335,0.164,"GCN1 sgRNA 1,2"
ZNF326,0.309,0.164,"GCN1 sgRNA 1,2"
IPP,0.221,0.164,"GCN1 sgRNA 1,2"
TFG,0.171,0.164,"GCN1 sgRNA 1,2"
ZNF589,0.58,0.164,"GCN1 sgRNA 1,2"
BOC,0.463,0.164,"GCN1 sgRNA 1,2"
MRPS10,0.294,0.164,"GCN1 sgRNA 1,2"
SYNJ2,0.568,0.164,"GCN1 sgRNA 1,2"
ARAF,-0.051,0.164,"GCN1 sgRNA 1,2"
AUH,0.27,0.164,"GCN1 sgRNA 1,2"
SFXN2,0.459,0.164,"GCN1 sgRNA 1,2"
DOCK6,-0.124,0.164,"GCN1 sgRNA 1,2"
SNRK,0.422,0.163,"GCN1 sgRNA 1,2"
C6orf136,0.401,0.163,"GCN1 sgRNA 1,2"
CEP57L1,0.287,0.163,"GCN1 sgRNA 1,2"
GLI3,0.506,0.163,"GCN1 sgRNA 1,2"
MMP17,0.667,0.163,"GCN1 sgRNA 1,2"
TSC2,-0.128,0.163,"GCN1 sgRNA 1,2"
TMEM199,-0.12,0.163,"GCN1 sgRNA 1,2"
CCNYL1,-0.098,0.162,"GCN1 sgRNA 1,2"
PWWP2A,0.298,0.162,"GCN1 sgRNA 1,2"
RPAP1,0.15,0.162,"GCN1 sgRNA 1,2"
TNRC6A,0.109,0.162,"GCN1 sgRNA 1,2"
ZNF614,0.371,0.162,"GCN1 sgRNA 1,2"
SFXN5,0.081,0.161,"GCN1 sgRNA 1,2"
MON1A,-0.089,0.161,"GCN1 sgRNA 1,2"
UPP1,0.398,0.161,"GCN1 sgRNA 1,2"
UBAC2,0.263,0.161,"GCN1 sgRNA 1,2"
LMO7,0.445,0.161,"GCN1 sgRNA 1,2"
EIF3J,-0.053,0.161,"GCN1 sgRNA 1,2"
ZNF18,1.048,0.161,"GCN1 sgRNA 1,2"
EIF3G,-0.172,0.161,"GCN1 sgRNA 1,2"
KIF1B,0.09,0.16,"GCN1 sgRNA 1,2"
ATG4A,-0.05,0.16,"GCN1 sgRNA 1,2"
PARP11,0.365,0.16,"GCN1 sgRNA 1,2"
ERC1,0.08,0.16,"GCN1 sgRNA 1,2"
LONP2,0.022,0.16,"GCN1 sgRNA 1,2"
ZMYND8,0.517,0.16,"GCN1 sgRNA 1,2"
NOC2L,-0.229,0.159,"GCN1 sgRNA 1,2"
RNF182,1.371,0.159,"GCN1 sgRNA 1,2"
FHIP1B,0.068,0.159,"GCN1 sgRNA 1,2"
GSS,0.066,0.159,"GCN1 sgRNA 1,2"
SLC35A3,0.589,0.158,"GCN1 sgRNA 1,2"
DTYMK,-0.127,0.158,"GCN1 sgRNA 1,2"
MTO1,0.747,0.158,"GCN1 sgRNA 1,2"
PITPNM1,0.528,0.158,"GCN1 sgRNA 1,2"
GXYLT1,0.468,0.158,"GCN1 sgRNA 1,2"
LMBR1L,0.23,0.158,"GCN1 sgRNA 1,2"
PIF1,0.561,0.158,"GCN1 sgRNA 1,2"
MPDU1,-0.13,0.158,"GCN1 sgRNA 1,2"
MRPS7,-0.546,0.158,"GCN1 sgRNA 1,2"
EPHA2,-0.341,0.157,"GCN1 sgRNA 1,2"
SCAMP3,-0.111,0.157,"GCN1 sgRNA 1,2"
LOXL3,0.608,0.157,"GCN1 sgRNA 1,2"
SLMAP,0.213,0.157,"GCN1 sgRNA 1,2"
TTC1,-0.02,0.157,"GCN1 sgRNA 1,2"
KIAA1586,0.464,0.157,"GCN1 sgRNA 1,2"
UBE3C,-0.337,0.157,"GCN1 sgRNA 1,2"
SUMF2,0.318,0.157,"GCN1 sgRNA 1,2"
PHF21A,0.826,0.157,"GCN1 sgRNA 1,2"
CYB5B,-0.126,0.157,"GCN1 sgRNA 1,2"
HIPK1,0.168,0.156,"GCN1 sgRNA 1,2"
NBPF12,0.311,0.156,"GCN1 sgRNA 1,2"
TMEM223,0.197,0.156,"GCN1 sgRNA 1,2"
UNC119B,-0.281,0.156,"GCN1 sgRNA 1,2"
SETD6,0.544,0.156,"GCN1 sgRNA 1,2"
TBC1D17,0.64,0.156,"GCN1 sgRNA 1,2"
THOC5,-0.093,0.156,"GCN1 sgRNA 1,2"
DDX18,-0.08,0.155,"GCN1 sgRNA 1,2"
TTC7A,0.069,0.155,"GCN1 sgRNA 1,2"
CEP44,0.055,0.155,"GCN1 sgRNA 1,2"
BCLAF1,0.282,0.155,"GCN1 sgRNA 1,2"
STYX,0.379,0.155,"GCN1 sgRNA 1,2"
AP3D1,-0.206,0.155,"GCN1 sgRNA 1,2"
EIF2B4,0.074,0.154,"GCN1 sgRNA 1,2"
AZI2,-0.126,0.154,"GCN1 sgRNA 1,2"
CIZ1,-0.186,0.154,"GCN1 sgRNA 1,2"
DENND1A,0.015,0.154,"GCN1 sgRNA 1,2"
NR2C1,0.541,0.154,"GCN1 sgRNA 1,2"
PSEN1,0.035,0.154,"GCN1 sgRNA 1,2"
TM2D1,0.31,0.153,"GCN1 sgRNA 1,2"
TMEM201,0.123,0.153,"GCN1 sgRNA 1,2"
FBXO45,0.352,0.153,"GCN1 sgRNA 1,2"
THAP6,0.449,0.153,"GCN1 sgRNA 1,2"
SF3B5,-0.468,0.153,"GCN1 sgRNA 1,2"
RBM7,0.342,0.153,"GCN1 sgRNA 1,2"
AAAS,0.042,0.153,"GCN1 sgRNA 1,2"
NDEL1,-0.17,0.153,"GCN1 sgRNA 1,2"
KTI12,-0.305,0.152,"GCN1 sgRNA 1,2"
PINK1,-0.211,0.152,"GCN1 sgRNA 1,2"
CCDC127,-0.083,0.152,"GCN1 sgRNA 1,2"
AFDN,0.183,0.152,"GCN1 sgRNA 1,2"
TAF2,0.285,0.152,"GCN1 sgRNA 1,2"
GINS4,0.12,0.152,"GCN1 sgRNA 1,2"
WASHC3,0.001,0.152,"GCN1 sgRNA 1,2"
CKMT1B,0.281,0.152,"GCN1 sgRNA 1,2"
POLRMT,0.099,0.152,"GCN1 sgRNA 1,2"
PAXBP1,0.244,0.152,"GCN1 sgRNA 1,2"
SMIM12,-0.259,0.151,"GCN1 sgRNA 1,2"
TOR1AIP1,0.064,0.151,"GCN1 sgRNA 1,2"
SMPD4,0.071,0.151,"GCN1 sgRNA 1,2"
ALKBH4,0.125,0.151,"GCN1 sgRNA 1,2"
DCTN3,-0.342,0.151,"GCN1 sgRNA 1,2"
MRPL23,-0.61,0.151,"GCN1 sgRNA 1,2"
ELOVL4,0.274,0.15,"GCN1 sgRNA 1,2"
RAB3IP,0.182,0.15,"GCN1 sgRNA 1,2"
TK2,0.47,0.15,"GCN1 sgRNA 1,2"
CYTH1,0.087,0.15,"GCN1 sgRNA 1,2"
EIF2B3,0.083,0.149,"GCN1 sgRNA 1,2"
SLC39A7,-0.214,0.149,"GCN1 sgRNA 1,2"
IER5L,0.734,0.149,"GCN1 sgRNA 1,2"
SEC24C,-0.062,0.149,"GCN1 sgRNA 1,2"
STON2,0.768,0.149,"GCN1 sgRNA 1,2"
ATPAF2,0.003,0.149,"GCN1 sgRNA 1,2"
HK2,0.022,0.148,"GCN1 sgRNA 1,2"
PLXND1,0.568,0.148,"GCN1 sgRNA 1,2"
TRIM52,0.227,0.148,"GCN1 sgRNA 1,2"
THOC2,0.18,0.148,"GCN1 sgRNA 1,2"
ABHD17B,0.279,0.148,"GCN1 sgRNA 1,2"
FAM98C,0.408,0.148,"GCN1 sgRNA 1,2"
TENT5C,-0.165,0.147,"GCN1 sgRNA 1,2"
UBAP2L,-0.23,0.147,"GCN1 sgRNA 1,2"
CITED1,-0.554,0.147,"GCN1 sgRNA 1,2"
KDM2A,-0.15,0.147,"GCN1 sgRNA 1,2"
POLDIP2,-0.192,0.147,"GCN1 sgRNA 1,2"
ZSCAN30,0.062,0.147,"GCN1 sgRNA 1,2"
SEC23B,-0.051,0.147,"GCN1 sgRNA 1,2"
GTPBP6,-0.264,0.146,"GCN1 sgRNA 1,2"
CCAR1,0.273,0.146,"GCN1 sgRNA 1,2"
ZWINT,0.027,0.146,"GCN1 sgRNA 1,2"
NSMCE1,-0.149,0.146,"GCN1 sgRNA 1,2"
JPT1,-0.494,0.146,"GCN1 sgRNA 1,2"
SCMH1,0.247,0.145,"GCN1 sgRNA 1,2"
SPOPL,0.721,0.145,"GCN1 sgRNA 1,2"
AUP1,-0.146,0.145,"GCN1 sgRNA 1,2"
PLK4,0.302,0.145,"GCN1 sgRNA 1,2"
RWDD2B,0.305,0.145,"GCN1 sgRNA 1,2"
MREG,0.397,0.144,"GCN1 sgRNA 1,2"
PDLIM5,-0.004,0.144,"GCN1 sgRNA 1,2"
ZFR,0.355,0.144,"GCN1 sgRNA 1,2"
MAFK,-0.561,0.144,"GCN1 sgRNA 1,2"
DGKH,0.565,0.144,"GCN1 sgRNA 1,2"
C15orf39,0.63,0.144,"GCN1 sgRNA 1,2"
NCOA6,0.016,0.144,"GCN1 sgRNA 1,2"
PPFIA3,0.299,0.144,"GCN1 sgRNA 1,2"
POLE4,-0.342,0.143,"GCN1 sgRNA 1,2"
PMS1,0.862,0.143,"GCN1 sgRNA 1,2"
ACOX3,-0.017,0.143,"GCN1 sgRNA 1,2"
G6PD,-0.119,0.143,"GCN1 sgRNA 1,2"
BFAR,0.291,0.143,"GCN1 sgRNA 1,2"
HOXD11,0.46,0.142,"GCN1 sgRNA 1,2"
DVL3,0.075,0.142,"GCN1 sgRNA 1,2"
RING1,-0.024,0.142,"GCN1 sgRNA 1,2"
HDAC6,0.139,0.142,"GCN1 sgRNA 1,2"
PTPMT1,-0.091,0.142,"GCN1 sgRNA 1,2"
EBF3,0.657,0.142,"GCN1 sgRNA 1,2"
CKAP2,0.436,0.142,"GCN1 sgRNA 1,2"
SAP18,-0.364,0.142,"GCN1 sgRNA 1,2"
CHURC1,0.359,0.142,"GCN1 sgRNA 1,2"
E2F4,-0.309,0.142,"GCN1 sgRNA 1,2"
MPV17L2,0.235,0.142,"GCN1 sgRNA 1,2"
TAB1,0.05,0.142,"GCN1 sgRNA 1,2"
TANK,0.266,0.141,"GCN1 sgRNA 1,2"
BOD1,0.184,0.141,"GCN1 sgRNA 1,2"
NDUFAF2,-0.384,0.141,"GCN1 sgRNA 1,2"
P4HA1,0.257,0.141,"GCN1 sgRNA 1,2"
ATF1,0.353,0.141,"GCN1 sgRNA 1,2"
NUP88,-0.121,0.141,"GCN1 sgRNA 1,2"
ATP5PO,-0.95,0.141,"GCN1 sgRNA 1,2"
MRPL30,0.213,0.14,"GCN1 sgRNA 1,2"
CKAP2L,0.179,0.14,"GCN1 sgRNA 1,2"
XRCC4,0.471,0.14,"GCN1 sgRNA 1,2"
C10orf82,0.63,0.14,"GCN1 sgRNA 1,2"
COX15,-0.013,0.14,"GCN1 sgRNA 1,2"
C15orf40,-0.17,0.14,"GCN1 sgRNA 1,2"
TELO2,0.021,0.14,"GCN1 sgRNA 1,2"
ORMDL3,-0.117,0.14,"GCN1 sgRNA 1,2"
PCNA,-0.071,0.14,"GCN1 sgRNA 1,2"
DPM1,0.049,0.14,"GCN1 sgRNA 1,2"
RUVBL2,-0.293,0.14,"GCN1 sgRNA 1,2"
SESN2,-0.868,0.139,"GCN1 sgRNA 1,2"
CIAO1,-0.026,0.139,"GCN1 sgRNA 1,2"
RSBN1L,0.578,0.139,"GCN1 sgRNA 1,2"
MED12,-0.285,0.139,"GCN1 sgRNA 1,2"
TDG,-0.04,0.139,"GCN1 sgRNA 1,2"
MTHFD1,0.134,0.139,"GCN1 sgRNA 1,2"
SS18L1,0.142,0.139,"GCN1 sgRNA 1,2"
SMG5,-0.389,0.138,"GCN1 sgRNA 1,2"
MIIP,0.218,0.138,"GCN1 sgRNA 1,2"
LHX8,0.938,0.138,"GCN1 sgRNA 1,2"
LPP,-0.142,0.138,"GCN1 sgRNA 1,2"
VPS50,0.486,0.138,"GCN1 sgRNA 1,2"
SMARCC2,0.277,0.138,"GCN1 sgRNA 1,2"
PRMT5,0.123,0.138,"GCN1 sgRNA 1,2"
ADPGK,-0.128,0.138,"GCN1 sgRNA 1,2"
BCL2L12,-0.495,0.138,"GCN1 sgRNA 1,2"
LYSMD1,-0.236,0.137,"GCN1 sgRNA 1,2"
USP24,0.348,0.137,"GCN1 sgRNA 1,2"
MEIS1,1.187,0.137,"GCN1 sgRNA 1,2"
BRAT1,0.203,0.137,"GCN1 sgRNA 1,2"
OCA2,0.375,0.137,"GCN1 sgRNA 1,2"
NUP93,-0.023,0.137,"GCN1 sgRNA 1,2"
CCDC43,0.026,0.137,"GCN1 sgRNA 1,2"
CDC27,0.221,0.137,"GCN1 sgRNA 1,2"
ACO2,-0.263,0.137,"GCN1 sgRNA 1,2"
NR1D2,0.63,0.136,"GCN1 sgRNA 1,2"
RANBP17,0.982,0.136,"GCN1 sgRNA 1,2"
SAT2,-0.032,0.136,"GCN1 sgRNA 1,2"
MRPS12,-0.302,0.136,"GCN1 sgRNA 1,2"
TATDN3,0.014,0.135,"GCN1 sgRNA 1,2"
USP19,-0.478,0.135,"GCN1 sgRNA 1,2"
LARP7,0.001,0.135,"GCN1 sgRNA 1,2"
TNFAIP8,0.461,0.135,"GCN1 sgRNA 1,2"
UBR7,0.145,0.135,"GCN1 sgRNA 1,2"
ADGRB2,0.38,0.134,"GCN1 sgRNA 1,2"
PFDN1,0.012,0.134,"GCN1 sgRNA 1,2"
SMURF1,-0.033,0.134,"GCN1 sgRNA 1,2"
INTS9,0.123,0.134,"GCN1 sgRNA 1,2"
IREB2,-0.047,0.134,"GCN1 sgRNA 1,2"
TEFM,0.334,0.134,"GCN1 sgRNA 1,2"
DCXR,-0.332,0.134,"GCN1 sgRNA 1,2"
FAF1,0.067,0.133,"GCN1 sgRNA 1,2"
CC2D2A,0.585,0.133,"GCN1 sgRNA 1,2"
C7orf31,0.464,0.133,"GCN1 sgRNA 1,2"
COMTD1,0.256,0.133,"GCN1 sgRNA 1,2"
TSPAN31,0.062,0.133,"GCN1 sgRNA 1,2"
GLYR1,-0.134,0.133,"GCN1 sgRNA 1,2"
EARS2,-0.102,0.133,"GCN1 sgRNA 1,2"
YWHAG,0.045,0.132,"GCN1 sgRNA 1,2"
WDR44,-0.405,0.132,"GCN1 sgRNA 1,2"
PLCXD1,0.498,0.132,"GCN1 sgRNA 1,2"
CHCHD7,-0.167,0.132,"GCN1 sgRNA 1,2"
NANS,-0.301,0.132,"GCN1 sgRNA 1,2"
CTR9,0.094,0.132,"GCN1 sgRNA 1,2"
KIF21A,0.488,0.132,"GCN1 sgRNA 1,2"
LRRC8E,0.169,0.132,"GCN1 sgRNA 1,2"
MVB12A,-0.207,0.132,"GCN1 sgRNA 1,2"
CEPT1,0.643,0.131,"GCN1 sgRNA 1,2"
MTCH1,-0.25,0.131,"GCN1 sgRNA 1,2"
SEC16A,-0.202,0.131,"GCN1 sgRNA 1,2"
UHRF1,0.2,0.131,"GCN1 sgRNA 1,2"
SLC10A7,0.738,0.13,"GCN1 sgRNA 1,2"
RAPGEF2,0.365,0.13,"GCN1 sgRNA 1,2"
WDR36,0.224,0.13,"GCN1 sgRNA 1,2"
TOR1B,-0.005,0.13,"GCN1 sgRNA 1,2"
RAB1B,-0.269,0.13,"GCN1 sgRNA 1,2"
FGFR1OP2,0.139,0.13,"GCN1 sgRNA 1,2"
H2AJ,-0.003,0.13,"GCN1 sgRNA 1,2"
RNPS1,-0.28,0.13,"GCN1 sgRNA 1,2"
INPP5J,0.278,0.13,"GCN1 sgRNA 1,2"
ZBTB37,0.375,0.129,"GCN1 sgRNA 1,2"
BLOC1S2,0.267,0.129,"GCN1 sgRNA 1,2"
EEA1,0.584,0.129,"GCN1 sgRNA 1,2"
VPS25,-0.084,0.129,"GCN1 sgRNA 1,2"
BMP2,-1.408,0.129,"GCN1 sgRNA 1,2"
PPP5C,-0.001,0.129,"GCN1 sgRNA 1,2"
MAPK8IP2,0.249,0.129,"GCN1 sgRNA 1,2"
SLC9A1,-0.507,0.128,"GCN1 sgRNA 1,2"
CHAC2,0.567,0.128,"GCN1 sgRNA 1,2"
KANK1,0.586,0.128,"GCN1 sgRNA 1,2"
PSMD13,-0.102,0.128,"GCN1 sgRNA 1,2"
SETD3,0.113,0.128,"GCN1 sgRNA 1,2"
PLEKHM1,-0.247,0.128,"GCN1 sgRNA 1,2"
MRPL55,-0.186,0.127,"GCN1 sgRNA 1,2"
MFAP3,0.347,0.127,"GCN1 sgRNA 1,2"
PRRC2A,-0.326,0.127,"GCN1 sgRNA 1,2"
UHRF1BP1,0.121,0.127,"GCN1 sgRNA 1,2"
FAM50A,0.009,0.127,"GCN1 sgRNA 1,2"
TIMM23,-0.286,0.127,"GCN1 sgRNA 1,2"
RABEP2,0.319,0.127,"GCN1 sgRNA 1,2"
ANKRD11,-0.112,0.127,"GCN1 sgRNA 1,2"
TOB2,-0.542,0.127,"GCN1 sgRNA 1,2"
RAB3B,-0.066,0.126,"GCN1 sgRNA 1,2"
STOX2,1.059,0.126,"GCN1 sgRNA 1,2"
BAIAP2L1,0.152,0.126,"GCN1 sgRNA 1,2"
TERF1,-0.1,0.126,"GCN1 sgRNA 1,2"
RBM12B,0.152,0.126,"GCN1 sgRNA 1,2"
GID4,0.231,0.126,"GCN1 sgRNA 1,2"
SLC25A19,-0.087,0.126,"GCN1 sgRNA 1,2"
RASAL2,0.342,0.125,"GCN1 sgRNA 1,2"
COQ2,0.194,0.125,"GCN1 sgRNA 1,2"
DOK3,0.53,0.125,"GCN1 sgRNA 1,2"
ORC3,0.197,0.125,"GCN1 sgRNA 1,2"
HNRNPF,0.206,0.125,"GCN1 sgRNA 1,2"
GEMIN2,0.116,0.125,"GCN1 sgRNA 1,2"
MAP2K5,0.338,0.125,"GCN1 sgRNA 1,2"
SCAMP2,-0.147,0.125,"GCN1 sgRNA 1,2"
CFDP1,-0.234,0.125,"GCN1 sgRNA 1,2"
CACNA1H,-0.014,0.125,"GCN1 sgRNA 1,2"
MTF2,0.042,0.124,"GCN1 sgRNA 1,2"
SENP5,-0.171,0.124,"GCN1 sgRNA 1,2"
SLC25A38,0.272,0.124,"GCN1 sgRNA 1,2"
AZIN1,0.096,0.124,"GCN1 sgRNA 1,2"
RAB21,0.261,0.124,"GCN1 sgRNA 1,2"
TINF2,0.017,0.124,"GCN1 sgRNA 1,2"
NSL1,0.349,0.123,"GCN1 sgRNA 1,2"
BCS1L,-0.048,0.123,"GCN1 sgRNA 1,2"
LARS2,-0.121,0.123,"GCN1 sgRNA 1,2"
DCUN1D5,-0.084,0.123,"GCN1 sgRNA 1,2"
ZC3H14,0.23,0.123,"GCN1 sgRNA 1,2"
CYLD,0.017,0.123,"GCN1 sgRNA 1,2"
RHBDF2,0.318,0.123,"GCN1 sgRNA 1,2"
RAD51C,-0.025,0.123,"GCN1 sgRNA 1,2"
CTNNBL1,-0.11,0.123,"GCN1 sgRNA 1,2"
HIRA,-0.462,0.123,"GCN1 sgRNA 1,2"
HCN3,0.873,0.122,"GCN1 sgRNA 1,2"
NUDT17,0.626,0.122,"GCN1 sgRNA 1,2"
HSD17B11,0.765,0.122,"GCN1 sgRNA 1,2"
PTAR1,0.303,0.122,"GCN1 sgRNA 1,2"
VPS51,-0.064,0.122,"GCN1 sgRNA 1,2"
CLCN7,0.047,0.122,"GCN1 sgRNA 1,2"
SPHK1,0.66,0.122,"GCN1 sgRNA 1,2"
PSMG2,-0.222,0.122,"GCN1 sgRNA 1,2"
ANGEL2,0.577,0.121,"GCN1 sgRNA 1,2"
NOL10,-0.01,0.121,"GCN1 sgRNA 1,2"
AGA,0.128,0.121,"GCN1 sgRNA 1,2"
LCOR,0.439,0.121,"GCN1 sgRNA 1,2"
TASOR2,0.168,0.121,"GCN1 sgRNA 1,2"
KRR1,-0.004,0.121,"GCN1 sgRNA 1,2"
B9D1,0.033,0.121,"GCN1 sgRNA 1,2"
STK36,0.326,0.12,"GCN1 sgRNA 1,2"
LRPPRC,0.079,0.12,"GCN1 sgRNA 1,2"
SGO1,0.147,0.12,"GCN1 sgRNA 1,2"
CUL2,-0.106,0.12,"GCN1 sgRNA 1,2"
RBMS2,0.065,0.12,"GCN1 sgRNA 1,2"
EP400,-0.243,0.12,"GCN1 sgRNA 1,2"
SHQ1,0.517,0.119,"GCN1 sgRNA 1,2"
HDAC11,-0.076,0.119,"GCN1 sgRNA 1,2"
MAGEA6,-0.351,0.119,"GCN1 sgRNA 1,2"
GNL3L,0.103,0.119,"GCN1 sgRNA 1,2"
PSMC1,-0.157,0.119,"GCN1 sgRNA 1,2"
CIAO2B,-0.325,0.119,"GCN1 sgRNA 1,2"
VPS35L,0.044,0.119,"GCN1 sgRNA 1,2"
LUC7L3,0.128,0.119,"GCN1 sgRNA 1,2"
HIC2,-0.683,0.119,"GCN1 sgRNA 1,2"
CNOT11,0.02,0.118,"GCN1 sgRNA 1,2"
ORC2,0.156,0.118,"GCN1 sgRNA 1,2"
TTC27,0.133,0.118,"GCN1 sgRNA 1,2"
SELENOK,-0.618,0.118,"GCN1 sgRNA 1,2"
TRNT1,0.59,0.118,"GCN1 sgRNA 1,2"
TECPR1,0.095,0.118,"GCN1 sgRNA 1,2"
TES,0.282,0.118,"GCN1 sgRNA 1,2"
DOCK5,0.204,0.118,"GCN1 sgRNA 1,2"
ARCN1,0.007,0.118,"GCN1 sgRNA 1,2"
OTUD1,-1.24,0.118,"GCN1 sgRNA 1,2"
YARS2,-0.002,0.118,"GCN1 sgRNA 1,2"
SPATA7,0.618,0.118,"GCN1 sgRNA 1,2"
SPAG7,-0.196,0.118,"GCN1 sgRNA 1,2"
RPS19BP1,-0.323,0.118,"GCN1 sgRNA 1,2"
CDC20,-0.215,0.117,"GCN1 sgRNA 1,2"
PRADC1,0.117,0.117,"GCN1 sgRNA 1,2"
ERCC8,0.068,0.117,"GCN1 sgRNA 1,2"
LUC7L2,0.3,0.117,"GCN1 sgRNA 1,2"
MBTPS2,0.201,0.117,"GCN1 sgRNA 1,2"
NDUFS3,-0.249,0.117,"GCN1 sgRNA 1,2"
SCFD1,0.069,0.117,"GCN1 sgRNA 1,2"
TMEM170A,0.262,0.117,"GCN1 sgRNA 1,2"
POLR2E,-0.424,0.117,"GCN1 sgRNA 1,2"
PANK3,-0.081,0.116,"GCN1 sgRNA 1,2"
VPS28,-0.011,0.116,"GCN1 sgRNA 1,2"
CBWD1,-0.136,0.116,"GCN1 sgRNA 1,2"
PARPBP,0.424,0.116,"GCN1 sgRNA 1,2"
PYROXD1,0.142,0.116,"GCN1 sgRNA 1,2"
CEP104,-0.04,0.115,"GCN1 sgRNA 1,2"
SH3GLB1,0.371,0.115,"GCN1 sgRNA 1,2"
TASOR,0.178,0.115,"GCN1 sgRNA 1,2"
CENPE,-0.199,0.115,"GCN1 sgRNA 1,2"
GABRA3,0.048,0.115,"GCN1 sgRNA 1,2"
XIAP,0.242,0.115,"GCN1 sgRNA 1,2"
RAB14,0.066,0.115,"GCN1 sgRNA 1,2"
RRAS2,0.218,0.115,"GCN1 sgRNA 1,2"
NFRKB,0.28,0.115,"GCN1 sgRNA 1,2"
EIF2B1,-0.028,0.115,"GCN1 sgRNA 1,2"
HOXC9,0.281,0.115,"GCN1 sgRNA 1,2"
LATS2,0.082,0.115,"GCN1 sgRNA 1,2"
TXNRD3,0.678,0.114,"GCN1 sgRNA 1,2"
MCC,0.415,0.114,"GCN1 sgRNA 1,2"
ZNF76,0.343,0.114,"GCN1 sgRNA 1,2"
CKAP5,-0.072,0.114,"GCN1 sgRNA 1,2"
RNF34,0.309,0.114,"GCN1 sgRNA 1,2"
NDUFAF1,0.028,0.114,"GCN1 sgRNA 1,2"
USP1,0.379,0.113,"GCN1 sgRNA 1,2"
TRIM62,-0.065,0.113,"GCN1 sgRNA 1,2"
LIPT1,0.726,0.113,"GCN1 sgRNA 1,2"
ATG12,0.261,0.113,"GCN1 sgRNA 1,2"
PNPLA4,-0.143,0.113,"GCN1 sgRNA 1,2"
NAV2,-0.058,0.113,"GCN1 sgRNA 1,2"
APPBP2,0.502,0.113,"GCN1 sgRNA 1,2"
ERCC1,-0.135,0.113,"GCN1 sgRNA 1,2"
RAB8A,-0.038,0.113,"GCN1 sgRNA 1,2"
KIDINS220,0.06,0.112,"GCN1 sgRNA 1,2"
PRIM2,0.473,0.112,"GCN1 sgRNA 1,2"
DDX39B,-0.151,0.112,"GCN1 sgRNA 1,2"
